id,func_name,input_text,target_text
2459,check_X_y,"Summarize Python: def check_X_y(X, y, accept_sparse=False, *, accept_large_sparse=True, dtype='numeric', order=None, copy=False, force_writeable=False, ensure_all_finite=True, ensure_2d=True, allow_nd=False, multi_output=False, ensure_min_samples=1, ensure_min_features=1, y_numeric=False, estimator=None):",Input validation for standard estimators.
2460,column_or_1d,"Summarize Python: def column_or_1d(y, *, dtype=None, input_name='y', warn=False, device=None):","Ravel column or 1d numpy array, else raises an error."
2461,check_random_state,Summarize Python: def check_random_state(seed):,Turn seed into an np.random.RandomState instance.
2462,has_fit_parameter,"Summarize Python: def has_fit_parameter(estimator, parameter):",Check whether the estimator's fit method supports the given parameter.
2463,check_symmetric,"Summarize Python: def check_symmetric(array, *, tol=1e-10, raise_warning=True, raise_exception=False):","Make sure that array is 2D, square and symmetric."
2464,check_is_fitted,"Summarize Python: def check_is_fitted(estimator, attributes=None, *, msg=None, all_or_any=all):",Perform is_fitted validation for estimator.
2465,check_non_negative,"Summarize Python: def check_non_negative(X, whom):",Check if there is any negative value in an array.
2466,check_scalar,"Summarize Python: def check_scalar(x, name, target_type, *, min_val=None, max_val=None, include_boundaries='both'):",Validate scalar parameters type and value.
2467,validate_data,"Summarize Python: def validate_data(_estimator, /, X='no_validation', y='no_validation', reset=True, validate_separately=False, skip_check_array=False, **check_params):",Validate input data and set or check feature names and counts of the input.
2468,type_name,Summarize Python: def type_name(t):,Convert type into humman readable string.
2469,delayed,Summarize Python: def delayed(function):,Decorator used to capture the arguments of a function.
2470,pytest_configure,Summarize Python: def pytest_configure(config):,Add pytest markers to avoid PytestUnknownMarkWarning.
2471,check_fpu_mode,"Summarize Python: @pytest.fixture(scope='function', autouse=True):",Check FPU mode was not changed during the test.
2472,xp,Summarize Python: @pytest.fixture(params=xp_available_backends):,Run the test that uses this fixture on each available array API library.
2473,skip_or_xfail_xp_backends,"Summarize Python: def skip_or_xfail_xp_backends(request: pytest.FixtureRequest, skip_or_xfail: Literal['skip', 'xfail']) -> None:",Helper of the `xp` fixture. Skip or xfail based on the ``skip_xp_backends`` or ``xfail_xp_backends`` markers.
2474,devices,Summarize Python: @pytest.fixture:,"Fixture that returns a list of all devices for the backend, plus None. Used to test input->output device propagation."
2475,warnings_errors_and_rng,Summarize Python: @contextmanager:,Temporarily turn (almost) all warnings to errors.
2476,test_20904,"Summarize Python: @pytest.mark.parametrize('min_only', (True, False)):",Test two failures from gh-20904: int32 and indices-as-None.
2477,test_add_reverse_edges,"Summarize Python: @pytest.mark.parametrize('a,b_data_expected', [([[]], []), ([[0], [0]], []), ([[1, 0, 2], [0, 0, 0], [0, 3, 0]], [1, 2, 0, 0, 3]), ([[9, 8, 7], [4, 5, 6], [0, 0, 0]], [9, 8, 7, 4, 5, 6, 0, 0])]):",Test that the reversal of the edges of the input graph works as expected.
2478,rgb,"Summarize Python: def rgb(r, g, b, a=255):",(Internal) Turns an RGB color into a Qt compatible color integer.
2479,fromqimage,Summarize Python: def fromqimage(im):,:param im: QImage or PIL ImageQt object.
2480,align8to32,"Summarize Python: def align8to32(bytes, width, mode):",converts each scanline of data from 8 bit to 32 bit aligned.
2481,lookup,"Summarize Python: def lookup(tag, group=None):",:param tag: Integer tag number :param group: Which :py:data:`~PIL.TiffTags.TAGS_V2_GROUPS` to look in.
2482,expose,"Summarize Python: def expose(self, handle):",Copy the bitmap contents to a device context.
2483,draw,"Summarize Python: def draw(self, handle, dst, src=None):","Same as expose, but allows you to specify where to draw the image, and what part of it to draw."
2484,query_palette,"Summarize Python: def query_palette(self, handle):",Installs the palette associated with the image in the given device context.
2485,paste,"Summarize Python: def paste(self, im, box=None):",Paste a PIL image into the bitmap image.
2486,frombytes,"Summarize Python: def frombytes(self, buffer):",Load display memory contents from byte data.
2487,tobytes,Summarize Python: def tobytes(self):,Copy display memory contents to bytes object.
2488,register_handler,Summarize Python: def register_handler(handler):,Install application-specific HDF5 image handler.
2489,settransform,"Summarize Python: def settransform(self, offset):",Sets a transformation offset.
2490,arc,"Summarize Python: def arc(self, xy, start, end, *options):","Draws an arc (a portion of a circle outline) between the start and end angles, inside the given bounding box."
2491,chord,"Summarize Python: def chord(self, xy, start, end, *options):","Same as :py:meth:`~PIL.ImageDraw2.Draw.arc`, but connects the end points with a straight line."
2492,ellipse,"Summarize Python: def ellipse(self, xy, *options):",Draws an ellipse inside the given bounding box.
2493,line,"Summarize Python: def line(self, xy, *options):",Draws a line between the coordinates in the ``xy`` list.
2494,pieslice,"Summarize Python: def pieslice(self, xy, start, end, *options):","Same as arc, but also draws straight lines between the end points and the center of the bounding box."
2495,polygon,"Summarize Python: def polygon(self, xy, *options):",Draws a polygon.
2496,rectangle,"Summarize Python: def rectangle(self, xy, *options):",Draws a rectangle.
2497,text,"Summarize Python: def text(self, xy, text, font):",Draws the string at the given position.
2498,textbbox,"Summarize Python: def textbbox(self, xy, text, font):",Returns bounding box (in pixels) of given text.
2499,textlength,"Summarize Python: def textlength(self, text, font):",Returns length (in pixels) of given text. This is the amount by which following text should be offset.
2500,build_lut,Summarize Python: def build_lut(self):,Compile all patterns into a morphology lut.
2501,apply,"Summarize Python: def apply(self, image):",Run a single morphological operation on an image.
2502,match,"Summarize Python: def match(self, image):",Get a list of coordinates matching the morphological operation on an image.
2503,get_on_pixels,"Summarize Python: def get_on_pixels(self, image):",Get a list of all turned on pixels in a binary image.
2504,load_lut,"Summarize Python: def load_lut(self, filename):",Load an operator from an mrl file.
2505,save_lut,"Summarize Python: def save_lut(self, filename):",Save an operator to an mrl file.
2506,set_lut,"Summarize Python: def set_lut(self, lut):",Set the lut from an external source.
2507,check_module,Summarize Python: def check_module(feature):,Checks if a module is available.
2508,version_module,Summarize Python: def version_module(feature):,:param feature: The module to check for.
2509,get_supported_modules,Summarize Python: def get_supported_modules():,:returns: A list of all supported modules.
2510,check_codec,Summarize Python: def check_codec(feature):,Checks if a codec is available.
2511,version_codec,Summarize Python: def version_codec(feature):,:param feature: The codec to check for.
2512,get_supported_codecs,Summarize Python: def get_supported_codecs():,:returns: A list of all supported codecs.
2513,check_feature,Summarize Python: def check_feature(feature):,Checks if a feature is available.
2514,version_feature,Summarize Python: def version_feature(feature):,":param feature: The feature to check for. :returns: The version number as a string, or ``None`` if not available. :raises ValueError: If the feature is not defined in this version of Pillow."
2515,get_supported_features,Summarize Python: def get_supported_features():,:returns: A list of all supported features.
2516,check,Summarize Python: def check(feature):,":param feature: A module, codec, or feature name. :returns:     ``True`` if the module, codec, or feature is available,     ``False`` or ``None`` otherwise."
2517,version,Summarize Python: def version(feature):,":param feature:     The module, codec, or feature to check for. :returns:     The version number as a string, or ``None`` if unknown or not available."
2518,get_supported,Summarize Python: def get_supported():,":returns: A list of all supported modules, features, and codecs."
2519,pilinfo,"Summarize Python: def pilinfo(out=None, supported_formats=True):",Prints information about this installation of Pillow. This function can be called with ``python3 -m PIL``.
2520,register_handler,Summarize Python: def register_handler(handler):,Install application-specific GRIB image handler.
2521,putchunk,"Summarize Python: def putchunk(fp, cid, *data):",Write a PNG chunk (including CRC field).
2522,getchunks,"Summarize Python: def getchunks(im, **params):",Return a list of PNG chunks representing this image.
2523,read,Summarize Python: def read(self):,Fetch a new chunk. Returns header information.
2524,call,"Summarize Python: def call(self, cid, pos, length):",Call the appropriate chunk handler.
2525,crc,"Summarize Python: def crc(self, cid, data):",Read and verify checksum.
2526,crc_skip,"Summarize Python: def crc_skip(self, cid, data):",Read checksum.
2527,add,"Summarize Python: def add(self, cid, data, after_idat=False):",Appends an arbitrary chunk. Use with caution.
2528,add_itxt,"Summarize Python: def add_itxt(self, key, value, lang='', tkey='', zip=False):",Appends an iTXt chunk.
2529,add_text,"Summarize Python: def add_text(self, key, value, zip=False):",Appends a text chunk.
2530,verify,Summarize Python: def verify(self):,Verify PNG file.
2531,load_prepare,Summarize Python: def load_prepare(self):,internal: prepare to read PNG file.
2532,load_read,"Summarize Python: def load_read(self, read_bytes):",internal: read more image data.
2533,load_end,Summarize Python: def load_end(self):,internal: finished reading image data.
2534,getxmp,Summarize Python: def getxmp(self):,Returns a dictionary containing the XMP tags. Requires defusedxml to be installed.
2535,verify,Summarize Python: def verify(self):,Check file integrity.
2536,load,Summarize Python: def load(self):,Load image data based on tile list.
2537,reset,Summarize Python: def reset(self):,(Consumer) Reset the parser.  Note that you can only call this method immediately after you've created a parser; parser instances cannot be reused.
2538,feed,"Summarize Python: def feed(self, data):",(Consumer) Feed data to the parser.
2539,close,Summarize Python: def close(self):,(Consumer) Close the stream.
2540,init,"Summarize Python: def init(self, args):",Override to perform codec specific initialization.
2541,cleanup,Summarize Python: def cleanup(self):,Override to perform codec specific cleanup.
2542,setfd,"Summarize Python: def setfd(self, fd):",Called from ImageFile to set the Python file-like object.
2543,setimage,"Summarize Python: def setimage(self, im, extents=None):",Called from ImageFile to set the core output image for the codec.
2544,decode,"Summarize Python: def decode(self, buffer):",Override to perform the decoding process.
2545,set_as_raw,"Summarize Python: def set_as_raw(self, data, rawmode=None):",Convenience method to set the internal image from a stream of raw data.
2546,encode,"Summarize Python: def encode(self, bufsize):",Override to perform the encoding process.
2547,encode_to_pyfd,Summarize Python: def encode_to_pyfd(self):,"If ``pushes_fd`` is ``True``, then this method will be used, and ``encode()`` will only be called once."
2548,encode_to_file,"Summarize Python: def encode_to_file(self, fh, bufsize):",:param fh: File handle. :param bufsize: Buffer size.
2549,Ghostscript,"Summarize Python: def Ghostscript(tile, size, fp, scale=1, transparency=False):",Render an image using Ghostscript.
2550,isImageType,Summarize Python: def isImageType(t):,Checks if an object is an image object.
2551,getmodebase,Summarize Python: def getmodebase(mode):,"Gets the ""base"" mode for given mode.  This function returns ""L"" for images that contain grayscale data, and ""RGB"" for images that contain color data."
2552,getmodetype,Summarize Python: def getmodetype(mode):,"Gets the storage type mode.  Given a mode, this function returns a single-layer mode suitable for storing individual bands."
2553,getmodebandnames,Summarize Python: def getmodebandnames(mode):,Gets a list of individual band names.
2554,getmodebands,Summarize Python: def getmodebands(mode):,Gets the number of individual bands for this mode.
2555,preinit,Summarize Python: def preinit():,"Explicitly loads BMP, GIF, JPEG, PPM and PPM file format drivers."
2556,init,Summarize Python: def init():,Explicitly initializes the Python Imaging Library. This function loads all available file format drivers.
2557,new,"Summarize Python: def new(mode, size, color=0) -> Image:",Creates a new image with the given mode and size.
2558,frombytes,"Summarize Python: def frombytes(mode, size, data, decoder_name='raw', *args) -> Image:",Creates a copy of an image memory from pixel data in a buffer.
2559,frombuffer,"Summarize Python: def frombuffer(mode, size, data, decoder_name='raw', *args):",Creates an image memory referencing pixel data in a byte buffer.
2560,fromarray,"Summarize Python: def fromarray(obj, mode=None):",Creates an image memory from an object exporting the array interface (using the buffer protocol)::.
2561,fromqimage,Summarize Python: def fromqimage(im):,Creates an image instance from a QImage image.
2562,fromqpixmap,Summarize Python: def fromqpixmap(im):,Creates an image instance from a QPixmap image.
2563,open,"Summarize Python: def open(fp, mode='r', formats=None) -> Image:",Opens and identifies the given image file.
2564,alpha_composite,"Summarize Python: def alpha_composite(im1, im2):",Alpha composite im2 over im1.
2565,blend,"Summarize Python: def blend(im1, im2, alpha):","Creates a new image by interpolating between two input images, using a constant alpha::."
2566,composite,"Summarize Python: def composite(image1, image2, mask):",Create composite image by blending images using a transparency mask.
2567,eval,"Summarize Python: def eval(image, *args):",Applies the function (which should take one argument) to each pixel in the given image.
2568,merge,"Summarize Python: def merge(mode, bands):",Merge a set of single band images into a new multiband image.
2569,register_open,"Summarize Python: def register_open(id, factory, accept=None) -> None:",Register an image file plugin.  This function should not be used in application code.
2570,register_mime,"Summarize Python: def register_mime(id, mimetype):",Registers an image MIME type by populating ``Image.MIME``. This function should not be used in application code.
2571,register_save,"Summarize Python: def register_save(id, driver):",Registers an image save function.  This function should not be used in application code.
2572,register_save_all,"Summarize Python: def register_save_all(id, driver):",Registers an image function to save all the frames of a multiframe format.  This function should not be used in application code.
2573,register_extension,"Summarize Python: def register_extension(id, extension) -> None:",Registers an image extension.  This function should not be used in application code.
2574,register_extensions,"Summarize Python: def register_extensions(id, extensions):",Registers image extensions.  This function should not be used in application code.
2575,registered_extensions,Summarize Python: def registered_extensions():,Returns a dictionary containing all file extensions belonging to registered plugins.
2576,register_decoder,"Summarize Python: def register_decoder(name, decoder):",Registers an image decoder.  This function should not be used in application code.
2577,register_encoder,"Summarize Python: def register_encoder(name, encoder):",Registers an image encoder.  This function should not be used in application code.
2578,effect_mandelbrot,"Summarize Python: def effect_mandelbrot(size, extent, quality):",Generate a Mandelbrot set covering the given extent.
2579,effect_noise,"Summarize Python: def effect_noise(size, sigma):",Generate Gaussian noise centered around 128.
2580,linear_gradient,Summarize Python: def linear_gradient(mode):,"Generate 256x256 linear gradient from black to white, top to bottom."
2581,radial_gradient,Summarize Python: def radial_gradient(mode):,"Generate 256x256 radial gradient from black to white, centre to edge."
2582,close,Summarize Python: def close(self):,"Closes the file pointer, if possible."
2583,tobytes,"Summarize Python: def tobytes(self, encoder_name='raw', *args):",Return image as a bytes object.
2584,tobitmap,"Summarize Python: def tobitmap(self, name='image'):",Returns the image converted to an X11 bitmap.
2585,frombytes,"Summarize Python: def frombytes(self, data, decoder_name='raw', *args):",Loads this image with pixel data from a bytes object.
2586,load,Summarize Python: def load(self):,Allocates storage for the image and loads the pixel data.
2587,verify,Summarize Python: def verify(self):,Verifies the contents of a file.
2588,convert,"Summarize Python: def convert(self, mode=None, matrix=None, dither=None, palette=Palette.WEB, colors=256):",Returns a converted copy of this image.
2589,quantize,"Summarize Python: def quantize(self, colors=256, method=None, kmeans=0, palette=None, dither=Dither.FLOYDSTEINBERG):",Convert the image to 'P' mode with the specified number of colors.
2590,copy,Summarize Python: def copy(self) -> Image:,"Copies this image. Use this method if you wish to paste things into an image, but still retain the original."
2591,crop,"Summarize Python: def crop(self, box=None) -> Image:","Returns a rectangular region from this image. The box is a 4-tuple defining the left, upper, right, and lower pixel coordinate. See :ref:`coordinate-system`."
2592,draft,"Summarize Python: def draft(self, mode, size):",Configures the image file loader so it returns a version of the image that as closely as possible matches the given mode and size.
2593,filter,"Summarize Python: def filter(self, filter):","Filters this image using the given filter.  For a list of available filters, see the :py:mod:`~PIL.ImageFilter` module."
2594,getbands,Summarize Python: def getbands(self):,"Returns a tuple containing the name of each band in this image. For example, ``getbands`` on an RGB image returns (""R"", ""G"", ""B"")."
2595,getbbox,"Summarize Python: def getbbox(self, *, alpha_only=True):",Calculates the bounding box of the non-zero regions in the image.
2596,getcolors,"Summarize Python: def getcolors(self, maxcolors=256):",Returns a list of colors used in this image.
2597,getdata,"Summarize Python: def getdata(self, band=None):",Returns the contents of this image as a sequence object containing pixel values.
2598,getextrema,Summarize Python: def getextrema(self):,Gets the minimum and maximum pixel values for each band in the image.
2599,getexif,Summarize Python: def getexif(self):,Gets EXIF data from the image.
2600,getim,Summarize Python: def getim(self):,Returns a capsule that points to the internal image memory.
2601,getpalette,"Summarize Python: def getpalette(self, rawmode='RGB'):",Returns the image palette as a list.
2602,has_transparency_data,Summarize Python: @property:,"Determine if an image has transparency data, whether in the form of an alpha channel, a palette with an alpha channel, or a ""transparency"" key in the info dictionary."
2603,apply_transparency,Summarize Python: def apply_transparency(self):,"If a P mode image has a ""transparency"" key in the info dictionary, remove the key and instead apply the transparency to the palette. Otherwise, the image is unchanged."
2604,getpixel,"Summarize Python: def getpixel(self, xy):",Returns the pixel value at a given position.
2605,getprojection,Summarize Python: def getprojection(self):,Get projection to x and y axes.
2606,histogram,"Summarize Python: def histogram(self, mask=None, extrema=None):",Returns a histogram for the image.
2607,entropy,"Summarize Python: def entropy(self, mask=None, extrema=None):",Calculates and returns the entropy for the image.
2608,paste,"Summarize Python: def paste(self, im, box=None, mask=None) -> None:",Pastes another image into this image.
2609,alpha_composite,"Summarize Python: def alpha_composite(self, im, dest=(0, 0), source=(0, 0)):",'In-place' analog of Image.alpha_composite. Composites an image onto this image.
2610,point,"Summarize Python: def point(self, lut, mode=None):",Maps this image through a lookup table or function.
2611,putalpha,"Summarize Python: def putalpha(self, alpha):","Adds or replaces the alpha layer in this image.  If the image does not have an alpha layer, it's converted to ""LA"" or ""RGBA"". The new layer must be either ""L"" or ""1""."
2612,putdata,"Summarize Python: def putdata(self, data, scale=1.0, offset=0.0):",Copies pixel data from a flattened sequence object into the image.
2613,putpalette,"Summarize Python: def putpalette(self, data, rawmode='RGB'):","Attaches a palette to this image.  The image must be a ""P"", ""PA"", ""L"" or ""LA"" image."
2614,putpixel,"Summarize Python: def putpixel(self, xy, value):",Modifies the pixel at the given position.
2615,remap_palette,"Summarize Python: def remap_palette(self, dest_map, source_palette=None):",Rewrites the image to reorder the palette.
2616,resize,"Summarize Python: def resize(self, size, resample=None, box=None, reducing_gap=None):",Returns a resized copy of this image.
2617,reduce,"Summarize Python: def reduce(self, factor, box=None):","Returns a copy of the image reduced ``factor`` times. If the size of the image is not dividable by ``factor``, the resulting size will be rounded up."
2618,rotate,"Summarize Python: def rotate(self, angle, resample=Resampling.NEAREST, expand=0, center=None, translate=None, fillcolor=None):","Returns a rotated copy of this image.  This method returns a copy of this image, rotated the given number of degrees counter clockwise around its centre."
2619,save,"Summarize Python: def save(self, fp, format=None, **params) -> None:","Saves this image under the given filename.  If no format is specified, the format to use is determined from the filename extension, if possible."
2620,seek,"Summarize Python: def seek(self, frame) -> Image:",Seeks to the given frame in this sequence file.
2621,show,"Summarize Python: def show(self, title=None):",Displays this image. This method is mainly intended for debugging purposes.
2622,split,Summarize Python: def split(self):,Split this image into individual bands.
2623,getchannel,"Summarize Python: def getchannel(self, channel):",Returns an image containing a single channel of the source image.
2624,tell,Summarize Python: def tell(self) -> int:,Returns the current frame number. See :py:meth:`~PIL.Image.Image.seek`.
2625,thumbnail,"Summarize Python: def thumbnail(self, size, resample=Resampling.BICUBIC, reducing_gap=2.0):",Make this image into a thumbnail.
2626,transform,"Summarize Python: def transform(self, size, method, data=None, resample=Resampling.NEAREST, fill=1, fillcolor=None) -> Image:","Transforms this image.  This method creates a new image with the given size, and the same mode as the original, and copies data to the new image using the given transform."
2627,transpose,"Summarize Python: def transpose(self, method):",Transpose image (flip or rotate in 90 degree steps).
2628,effect_spread,"Summarize Python: def effect_spread(self, distance):",Randomly spread pixels in an image.
2629,toqimage,Summarize Python: def toqimage(self):,Returns a QImage copy of this image.
2630,toqpixmap,Summarize Python: def toqpixmap(self):,Returns a QPixmap copy of this image.
2631,adopt,Summarize Python: @staticmethod:,"Transform the instance of JpegImageFile into an instance of MpoImageFile. After the call, the JpegImageFile is extended to be an MpoImageFile."
2632,Draw,"Summarize Python: def Draw(im, mode=None):",A simple 2D drawing interface for PIL images.
2633,getdraw,"Summarize Python: def getdraw(im=None, hints=None):","(Experimental) A more advanced 2D drawing interface for PIL images, based on the WCK interface."
2634,floodfill,"Summarize Python: def floodfill(image, xy, value, border=None, thresh=0):",(experimental) Fills a bounded region with a given color.
2635,getfont,Summarize Python: def getfont(self):,Get the current default font.
2636,arc,"Summarize Python: def arc(self, xy, start, end, fill=None, width=1):",Draw an arc.
2637,bitmap,"Summarize Python: def bitmap(self, xy, bitmap, fill=None):",Draw a bitmap.
2638,chord,"Summarize Python: def chord(self, xy, start, end, fill=None, outline=None, width=1):",Draw a chord.
2639,ellipse,"Summarize Python: def ellipse(self, xy, fill=None, outline=None, width=1):",Draw an ellipse.
2640,line,"Summarize Python: def line(self, xy, fill=None, width=0, joint=None):","Draw a line, or a connected sequence of line segments."
2641,shape,"Summarize Python: def shape(self, shape, fill=None, outline=None):",(Experimental) Draw a shape.
2642,pieslice,"Summarize Python: def pieslice(self, xy, start, end, fill=None, outline=None, width=1):",Draw a pieslice.
2643,point,"Summarize Python: def point(self, xy, fill=None):",Draw one or more individual pixels.
2644,polygon,"Summarize Python: def polygon(self, xy, fill=None, outline=None, width=1):",Draw a polygon.
2645,regular_polygon,"Summarize Python: def regular_polygon(self, bounding_circle, n_sides, rotation=0, fill=None, outline=None, width=1):",Draw a regular polygon.
2646,rectangle,"Summarize Python: def rectangle(self, xy, fill=None, outline=None, width=1):",Draw a rectangle.
2647,rounded_rectangle,"Summarize Python: def rounded_rectangle(self, xy, radius=0, fill=None, outline=None, width=1, *, corners=None):",Draw a rounded rectangle.
2648,text,"Summarize Python: def text(self, xy, text, fill=None, font=None, anchor=None, spacing=4, align='left', direction=None, features=None, language=None, stroke_width=0, stroke_fill=None, embedded_color=False, *args, **kwargs):",Draw text.
2649,textlength,"Summarize Python: def textlength(self, text, font=None, direction=None, features=None, language=None, embedded_color=False, *, font_size=None):","Get the length of a given string, in pixels with 1/64 precision."
2650,textbbox,"Summarize Python: def textbbox(self, xy, text, font=None, anchor=None, spacing=4, align='left', direction=None, features=None, language=None, stroke_width=0, embedded_color=False, *, font_size=None):","Get the bounding box of a given string, in pixels."
2651,add_option,"Summarize Python: def add_option(self, obj: CoreOption, opts: cabc.Sequence[str], dest: str | None, action: str | None=None, nargs: int=1, const: t.Any | None=None) -> None:",Adds a new option named `dest` to the parser.
2652,add_argument,"Summarize Python: def add_argument(self, obj: CoreArgument, dest: str | None, nargs: int=1) -> None:",Adds a positional argument named `dest` to the parser.
2653,parse_args,"Summarize Python: def parse_args(self, args: list[str]) -> tuple[dict[str, t.Any], list[str], list[CoreParameter]]:","Parses positional arguments and returns ``(values, args, order)`` for the parsed options and arguments as well as the leftover arguments if there are any."
2654,augment_usage_errors,Summarize Python: @contextmanager:,Context manager that attaches extra information to exceptions.
2655,iter_params_for_processing,"Summarize Python: def iter_params_for_processing(invocation_order: cabc.Sequence[Parameter], declaration_order: cabc.Sequence[Parameter]) -> list[Parameter]:",Returns all declared parameters in the order they should be processed.
2656,to_info_dict,"Summarize Python: def to_info_dict(self) -> dict[str, t.Any]:",Gather information that could be useful for a tool generating user-facing documentation. This traverses the entire CLI structure.
2657,scope,Summarize Python: @contextmanager:,This helper method can be used with the context object to promote it to the current thread local (see :func:`get_current_context`).
2658,meta,Summarize Python: @property:,This is a dictionary which is shared with all the contexts that are nested.
2659,make_formatter,Summarize Python: def make_formatter(self) -> HelpFormatter:,Creates the :class:`~click.HelpFormatter` for the help and usage output.
2660,with_resource,"Summarize Python: def with_resource(self, context_manager: AbstractContextManager[V]) -> V:",Register a resource as if it were used in a ``with`` statement. The resource will be cleaned up when the context is popped.
2661,call_on_close,"Summarize Python: def call_on_close(self, f: t.Callable[..., t.Any]) -> t.Callable[..., t.Any]:",Register a function to be called when the context tears down.
2662,close,Summarize Python: def close(self) -> None:,"Invoke all close callbacks registered with :meth:`call_on_close`, and exit all context managers entered with :meth:`with_resource`."
2663,command_path,Summarize Python: @property:,The computed command path.  This is used for the ``usage`` information on the help page.  It's automatically created by combining the info names of the chain of contexts to the root.
2664,find_root,Summarize Python: def find_root(self) -> Context:,Finds the outermost context.
2665,find_object,"Summarize Python: def find_object(self, object_type: type[V]) -> V | None:",Finds the closest object of a given type.
2666,ensure_object,"Summarize Python: def ensure_object(self, object_type: type[V]) -> V:",Like :meth:`find_object` but sets the innermost object to a new instance of `object_type` if it does not exist.
2667,lookup_default,"Summarize Python: def lookup_default(self, name: str, call: bool=True) -> t.Any | None:",Get the default for a parameter from :attr:`default_map`.
2668,fail,"Summarize Python: def fail(self, message: str) -> t.NoReturn:",Aborts the execution of the program with a specific error message.
2669,abort,Summarize Python: def abort(self) -> t.NoReturn:,Aborts the script.
2670,exit,"Summarize Python: def exit(self, code: int=0) -> t.NoReturn:",Exits the application with a given exit code.
2671,get_usage,Summarize Python: def get_usage(self) -> str:,Helper method to get formatted usage string for the current context and command.
2672,get_help,Summarize Python: def get_help(self) -> str:,Helper method to get formatted help page for the current context and command.
2673,invoke,"Summarize Python: def invoke(self, callback: Command | t.Callable[..., V], /, *args: t.Any, **kwargs: t.Any) -> t.Any | V:",Invokes a command callback in exactly the way it expects.  There are two ways to invoke this method:.
2674,forward,"Summarize Python: def forward(self, cmd: Command, /, *args: t.Any, **kwargs: t.Any) -> t.Any:","Similar to :meth:`invoke` but fills in default keyword arguments from the current context if the other command expects it.  This cannot invoke callbacks directly, only other commands."
2675,set_parameter_source,"Summarize Python: def set_parameter_source(self, name: str, source: ParameterSource) -> None:",Set the source of a parameter. This indicates the location from which the value of the parameter was obtained.
2676,get_parameter_source,"Summarize Python: def get_parameter_source(self, name: str) -> ParameterSource | None:",Get the source of a parameter. This indicates the location from which the value of the parameter was obtained.
2677,get_usage,"Summarize Python: def get_usage(self, ctx: Context) -> str:",Formats the usage line into a string and returns it.
2678,format_usage,"Summarize Python: def format_usage(self, ctx: Context, formatter: HelpFormatter) -> None:",Writes the usage line into the formatter.
2679,collect_usage_pieces,"Summarize Python: def collect_usage_pieces(self, ctx: Context) -> list[str]:",Returns all the pieces that go into the usage line and returns it as a list of strings.
2680,get_help_option_names,"Summarize Python: def get_help_option_names(self, ctx: Context) -> list[str]:",Returns the names for the help option.
2681,get_help_option,"Summarize Python: def get_help_option(self, ctx: Context) -> Option | None:",Returns the help option object.
2682,make_parser,"Summarize Python: def make_parser(self, ctx: Context) -> _OptionParser:",Creates the underlying option parser for this command.
2683,get_help,"Summarize Python: def get_help(self, ctx: Context) -> str:",Formats the help into a string and returns it.
2684,get_short_help_str,"Summarize Python: def get_short_help_str(self, limit: int=45) -> str:",Gets short help for the command or makes it by shortening the long help string.
2685,format_help,"Summarize Python: def format_help(self, ctx: Context, formatter: HelpFormatter) -> None:",Writes the help into the formatter if it exists.
2686,format_help_text,"Summarize Python: def format_help_text(self, ctx: Context, formatter: HelpFormatter) -> None:",Writes the help text to the formatter if it exists.
2687,format_options,"Summarize Python: def format_options(self, ctx: Context, formatter: HelpFormatter) -> None:",Writes all the options into the formatter if they exist.
2688,format_epilog,"Summarize Python: def format_epilog(self, ctx: Context, formatter: HelpFormatter) -> None:",Writes the epilog into the formatter if it exists.
2689,make_context,"Summarize Python: def make_context(self, info_name: str | None, args: list[str], parent: Context | None=None, **extra: t.Any) -> Context:",This function when given an info name and arguments will kick off the parsing and create a new :class:`Context`.  It does not invoke the actual command callback though.
2690,invoke,"Summarize Python: def invoke(self, ctx: Context) -> t.Any:","Given a context, this invokes the attached callback (if it exists) in the right way."
2691,shell_complete,"Summarize Python: def shell_complete(self, ctx: Context, incomplete: str) -> list[CompletionItem]:",Return a list of completions for the incomplete value. Looks at the names of options and chained multi-commands.
2692,main,"Summarize Python: def main(self, args: cabc.Sequence[str] | None=None, prog_name: str | None=None, complete_var: str | None=None, standalone_mode: bool=True, windows_expand_args: bool=True, **extra: t.Any) -> t.Any:",This is the way to invoke a script with all the bells and whistles as a command line application.
2693,add_command,"Summarize Python: def add_command(self, cmd: Command, name: str | None=None) -> None:","Registers another :class:`Command` with this group.  If the name is not provided, the name of the command is used."
2694,command,"Summarize Python: def command(self, *args: t.Any, **kwargs: t.Any) -> t.Callable[[t.Callable[..., t.Any]], Command] | Command:",A shortcut decorator for declaring and attaching a command to the group.
2695,group,"Summarize Python: def group(self, *args: t.Any, **kwargs: t.Any) -> t.Callable[[t.Callable[..., t.Any]], Group] | Group:",A shortcut decorator for declaring and attaching a group to the group.
2696,result_callback,"Summarize Python: def result_callback(self, replace: bool=False) -> t.Callable[[F], F]:",Adds a result callback to the command.
2697,get_command,"Summarize Python: def get_command(self, ctx: Context, cmd_name: str) -> Command | None:","Given a context and a command name, this returns a :class:`Command` object if it exists or returns ``None``."
2698,list_commands,"Summarize Python: def list_commands(self, ctx: Context) -> list[str]:",Returns a list of subcommand names in the order they should appear.
2699,format_commands,"Summarize Python: def format_commands(self, ctx: Context, formatter: HelpFormatter) -> None:",Extra format methods for multi methods that adds all the commands after the options.
2700,add_source,"Summarize Python: def add_source(self, group: Group) -> None:",Add a group as a source of commands.
